zone_risk,rain,aqi,traffic,claims,consistency,waterlogging_history,forecast_rain_48h,forecast_aqi_48h,coverage_hours,premium
37,40,59,4,2,0.9959874499401663,9,64,78,24,22.46
55,40,246,4,1,0.5339131937486963,62,7,266,24,28.0
74,99,349,5,1,0.9425351600117242,12,64,377,24,28.0
10,19,152,3,0,0.8488364549737601,92,17,393,24,22.37
66,52,119,4,1,0.7810353866676285,10,20,246,24,25.13
40,44,158,1,1,0.7030814333342614,68,25,97,24,21.78
61,98,389,5,3,0.5415230394037984,90,90,65,24,28.0
60,53,373,2,4,0.8744010418252778,80,41,248,24,28.0
30,52,50,3,0,0.8190666738398077,29,46,168,24,19.22
14,29,292,4,3,0.9895487512461142,44,6,193,16,27.61
81,88,218,9,4,0.6649303051697606,63,50,70,24,28.0
67,79,282,8,2,0.8724654734611562,74,27,219,24,28.0
61,10,247,8,4,0.9830829633241778,5,48,210,24,28.0
20,64,223,9,1,0.8995896601964317,99,85,193,24,28.0
91,70,229,4,1,0.8187951677096319,93,27,239,24,28.0
38,82,361,9,4,0.9781880914479855,73,40,182,24,28.0
71,96,289,7,3,0.5181818429437556,67,36,175,24,28.0
77,88,81,8,4,0.7178402480676811,42,52,358,24,28.0
38,86,205,7,2,0.8578163593511836,89,35,293,24,28.0
36,56,205,7,3,0.9294808404006827,87,64,154,24,28.0
36,0,59,5,0,0.8227965634401351,1,81,63,24,18.77
71,54,78,5,4,0.859110110314099,22,94,301,24,28.0
25,21,268,5,3,0.7495910080389319,7,23,269,24,28.0
46,90,213,9,2,0.5846702717288765,91,14,149,16,28.0
27,85,182,6,0,0.6968295429347648,86,63,205,24,28.0
90,82,62,2,0,0.7994781860051096,42,60,143,24,26.25
12,90,364,4,4,0.7094273625998704,68,1,248,24,28.0
83,51,50,9,3,0.8932785833982037,83,25,128,24,28.0
21,1,251,8,4,0.5286124985671429,36,44,135,24,28.0
48,40,327,1,0,0.5895739377962353,37,37,346,24,26.94
76,72,370,8,2,0.7669458399184816,65,70,215,24,28.0
52,91,394,6,2,0.7528206777960698,44,73,323,24,28.0
78,10,332,4,0,0.9466436814273158,27,65,56,24,28.0
79,18,64,7,3,0.7708880844571309,53,52,105,24,28.0
31,69,309,2,2,0.6945584116377377,21,53,145,24,28.0
66,68,108,9,0,0.6797705496406585,68,22,223,24,28.0
41,51,255,5,0,0.6495723717864519,56,34,283,24,28.0
63,57,263,6,1,0.8241192160236215,65,8,399,24,28.0
28,62,237,3,0,0.7259181915894061,89,6,51,16,23.76
87,30,391,1,0,0.507563006340297,94,82,345,24,28.0
52,73,61,4,2,0.8320649620576646,4,93,182,24,28.0
14,71,295,3,0,0.9780729659352514,14,77,206,24,22.89
11,57,376,4,0,0.6480999336166327,41,69,62,24,28.0
46,7,301,8,4,0.9980861637160762,77,59,252,24,28.0
98,86,382,6,0,0.6810809342714585,55,45,122,24,28.0
95,58,366,4,0,0.8379401248682663,63,13,381,24,28.0
26,16,356,8,1,0.9479031370778181,35,61,67,24,28.0
64,41,370,5,0,0.6322391435767256,95,94,214,24,28.0
42,93,152,1,1,0.9658839003079117,62,34,98,24,23.04
37,54,186,9,2,0.9936991548334951,31,40,171,24,28.0
30,75,56,6,2,0.6032655320219035,76,85,219,24,28.0
62,27,107,5,3,0.8374390649670298,19,8,312,24,28.0
16,89,99,3,2,0.6397516929513807,72,58,387,24,28.0
73,64,66,6,3,0.6919545306998679,65,23,280,24,28.0
13,86,53,5,2,0.9291219138824093,63,87,204,24,28.0
73,35,140,7,3,0.8288803160557187,97,65,346,24,28.0
99,44,128,8,2,0.9980289598537977,67,99,345,24,28.0
73,51,220,9,1,0.8930963770333484,41,58,97,24,28.0
55,52,169,4,4,0.8284013252411144,53,52,267,24,28.0
92,7,69,1,1,0.5379034374462902,7,7,77,16,19.0
53,15,369,5,3,0.864378279391167,33,12,321,24,28.0
45,53,262,1,4,0.9785689755091027,40,99,85,24,28.0
14,27,246,4,2,0.5326635730274103,51,66,72,24,28.0
79,26,391,2,0,0.6174531224031883,35,90,58,24,28.0
34,77,290,9,3,0.6191207987279546,46,81,226,24,28.0
23,73,133,6,2,0.6465071649115204,68,29,50,24,28.0
35,70,312,5,3,0.6895973524205118,91,22,185,24,28.0
56,79,218,6,2,0.7232822580738649,48,1,368,24,28.0
22,82,278,7,0,0.5803807823603266,81,28,86,24,28.0
84,40,286,7,2,0.5967770826481306,61,17,362,24,28.0
61,72,97,4,0,0.5780129572463676,32,69,143,24,28.0
79,47,328,7,1,0.5275401105515527,24,66,256,24,28.0
48,67,215,6,4,0.8951084358842436,70,12,227,24,28.0
52,6,221,7,1,0.7128669103526544,61,18,278,24,28.0
42,61,166,3,3,0.7550419368094095,74,99,193,24,28.0
90,18,212,6,1,0.9877013175148424,47,65,240,24,28.0
68,50,371,5,0,0.6092718013960055,64,69,207,24,28.0
53,63,130,8,2,0.764211524842362,85,14,297,24,28.0
30,90,321,9,3,0.9598990498123763,76,4,153,16,28.0
42,71,361,7,2,0.9359886977982934,38,82,208,24,28.0
87,88,57,4,4,0.5682258504539444,5,59,271,24,28.0
64,82,259,5,4,0.8889342753218117,53,80,208,24,28.0
94,74,129,9,2,0.9195480080592349,22,51,308,24,28.0
58,69,197,8,4,0.77616980922569,27,78,134,24,28.0
17,64,207,2,0,0.6380774328852261,4,97,63,24,20.05
85,26,115,1,3,0.6739457321868083,66,57,377,24,28.0
75,53,206,9,0,0.7550793286260973,54,9,93,16,28.0
90,64,111,6,4,0.9164793563698822,72,46,63,24,28.0
28,12,70,7,2,0.9091296897376775,22,63,204,24,28.0
10,70,200,3,4,0.7525371197382229,42,4,82,8,27.86
79,6,315,9,3,0.628777157319418,99,5,104,8,28.0
10,10,362,7,0,0.5047659429641489,90,4,313,24,28.0
82,57,52,2,4,0.9141550418499811,55,19,146,24,28.0
22,87,99,8,3,0.9616873564536856,27,99,176,24,28.0
41,6,383,3,3,0.8599620723747448,94,49,139,24,28.0
98,69,292,8,3,0.893946523818169,4,3,186,16,28.0
60,39,102,2,2,0.8159110518143142,95,31,226,24,27.9
14,31,182,1,0,0.8769283177442182,77,72,77,24,19.22
97,62,85,7,4,0.6446047712584577,55,33,116,24,28.0
30,38,91,4,1,0.6051383644535728,53,28,202,24,24.67
30,18,381,7,3,0.7199808561951266,38,30,249,24,28.0
44,68,173,8,0,0.51058323438284,78,76,118,24,28.0
99,70,276,1,4,0.9532276342653214,0,14,143,16,28.0
76,69,54,4,0,0.6105958598858692,42,13,138,16,26.53
61,26,270,4,0,0.6511130349791718,4,61,361,24,28.0
73,20,153,5,1,0.7211289817884399,44,59,67,24,28.0
24,45,82,4,2,0.5215052264731852,28,7,79,16,23.8
62,73,311,1,0,0.6255861279870182,54,15,52,16,25.57
51,1,143,9,1,0.8223038652500767,2,5,164,16,27.27
22,14,135,3,1,0.6007705819304298,77,86,74,24,25.0
42,64,370,1,4,0.9924456407877593,88,14,100,16,28.0
71,90,109,8,0,0.6800354808008291,39,10,256,24,28.0
38,93,60,1,0,0.6025358379866738,62,75,271,24,25.08
68,90,341,9,0,0.8507494967986962,33,61,65,24,28.0
32,32,175,5,3,0.9140068469473472,20,87,148,24,28.0
80,30,71,9,1,0.8511807788202526,99,89,352,24,28.0
79,82,361,9,1,0.9473986876066929,47,50,156,24,28.0
83,79,275,8,0,0.6570985884382367,69,51,196,24,28.0
52,5,187,8,2,0.5896278095913845,8,64,228,24,28.0
72,55,258,9,3,0.9502933462413317,11,45,321,24,28.0
87,69,96,9,4,0.8273301669912438,4,14,336,24,28.0
27,76,60,3,3,0.5481546488967004,55,82,191,24,28.0
90,65,152,9,4,0.6585539464549656,22,93,114,24,28.0
15,78,267,6,2,0.8350685179087778,52,10,156,16,28.0
19,3,267,6,1,0.875218388802619,85,61,78,24,28.0
88,43,338,4,2,0.9368473552976095,14,2,77,8,28.0
62,41,64,8,1,0.5601191563230459,26,13,291,24,28.0
12,2,136,5,1,0.5839159692860466,99,1,164,16,24.23
88,65,149,3,3,0.8792093815753452,78,62,383,24,28.0
35,24,362,3,3,0.6088382625915165,25,95,328,24,28.0
73,13,135,6,0,0.8259794152569133,2,98,104,24,27.08
84,76,115,4,4,0.501934961631259,53,31,256,24,28.0
96,46,386,2,0,0.6658497029415358,69,89,93,24,28.0
17,87,235,7,1,0.8552423019184832,63,84,197,24,28.0
11,42,305,8,1,0.9381214167635212,85,12,172,16,28.0
93,94,284,5,3,0.8053092646146853,38,41,294,24,28.0
41,43,345,2,3,0.8891854511396199,5,65,288,24,28.0
92,94,230,3,0,0.5722053060131604,61,7,367,24,28.0
65,37,378,2,0,0.6894134905538771,14,89,96,24,27.15
47,32,354,3,2,0.6024584097618504,83,11,299,24,28.0
70,36,55,4,3,0.513886786522041,83,5,237,24,28.0
35,48,323,4,1,0.5387051975468591,64,86,367,24,28.0
67,15,302,8,4,0.5971512464680766,15,12,163,16,28.0
39,12,262,3,2,0.7989650278277911,37,50,200,24,27.23
25,45,265,2,0,0.6988536576967868,25,79,282,24,25.25
24,57,387,8,1,0.9798278505404425,68,65,335,24,28.0
40,24,259,7,0,0.7808138121490648,17,99,395,24,28.0
41,48,214,7,3,0.8050419101284164,35,85,322,24,28.0
19,90,66,8,3,0.5314756303000437,44,88,176,24,28.0
26,63,171,7,4,0.9008846410467686,76,69,91,24,28.0
93,66,397,3,0,0.621657468470167,59,28,157,24,28.0
13,49,326,9,0,0.606990535716732,11,55,54,24,28.0
72,92,332,7,0,0.5259992190971094,28,82,341,24,28.0
17,29,238,2,1,0.6794448346741716,82,45,323,24,26.37
64,80,155,4,4,0.6459720395559535,84,54,122,24,28.0
39,32,195,1,4,0.7582969420950045,64,27,110,24,27.58
18,91,237,7,1,0.6920114755051667,32,19,65,24,28.0
92,31,167,8,1,0.7277795206234376,11,56,122,24,28.0
59,71,144,4,2,0.5356046663813228,4,30,71,24,27.42
93,75,132,5,1,0.838002593246142,22,57,326,24,28.0
63,58,374,7,3,0.9164745948074187,45,77,344,24,28.0
76,86,372,4,0,0.624562499145183,93,35,119,24,28.0
65,67,117,1,2,0.7638970893649892,98,46,129,24,28.0
33,39,201,9,4,0.8392876722392306,18,61,335,24,28.0
98,64,249,4,0,0.939343321811331,63,96,278,24,28.0
19,23,277,3,4,0.536680631487497,79,46,102,24,28.0
89,72,385,2,3,0.6217846262666055,23,30,355,24,28.0
97,87,300,6,3,0.6476025738210636,85,58,280,24,28.0
21,16,282,2,1,0.6354425511317714,30,24,296,24,23.24
66,27,350,4,4,0.9103472343267197,97,96,129,24,28.0
49,4,363,4,1,0.7974440975679994,36,73,170,24,28.0
40,13,339,5,2,0.9706699385724886,36,23,145,24,28.0
73,93,278,6,0,0.9376951196264847,30,49,227,24,28.0
52,16,383,6,2,0.7143732201151335,26,39,86,24,28.0
25,76,75,1,0,0.9735641252573031,50,97,369,24,23.53
30,6,242,1,1,0.5493586587074399,60,81,65,24,23.87
74,60,380,9,3,0.6550080555699669,9,74,168,24,28.0
79,28,71,6,3,0.9635779917831032,60,19,157,24,28.0
98,14,182,3,0,0.5993180989574054,35,40,380,24,28.0
44,56,369,9,2,0.8831536165306798,32,90,367,24,28.0
56,93,366,8,0,0.8947853839800282,75,25,388,24,28.0
74,97,231,4,3,0.7200464766422194,96,38,379,24,28.0
31,47,301,9,3,0.7345756297718201,46,54,283,24,28.0
64,48,222,8,0,0.9277023978516356,69,27,273,24,28.0
18,97,98,2,4,0.5440641923314768,66,42,222,24,28.0
89,40,143,3,3,0.9362570077365838,21,5,86,8,28.0
78,77,201,9,2,0.5752802961401612,50,53,266,24,28.0
62,19,208,9,4,0.9925954439629872,10,47,168,24,28.0
49,18,114,5,0,0.5777274240206436,83,34,272,24,27.75
11,81,262,9,4,0.9411140745894602,75,41,263,24,28.0
33,14,184,3,3,0.7999338931016421,25,44,77,24,25.27
54,59,345,9,1,0.9242032496924066,47,14,222,24,28.0
77,57,196,8,1,0.7540007849569305,86,21,135,24,28.0
49,74,349,6,2,0.5898021758700023,28,68,176,24,28.0
91,92,243,7,2,0.5361277511710331,71,3,278,24,28.0
41,48,215,1,2,0.8874376756359643,82,77,328,24,28.0
35,81,394,4,2,0.6411741578023598,81,11,112,16,28.0
93,15,235,1,1,0.6419154999363826,98,80,356,24,28.0
50,93,199,9,4,0.5438705594369355,54,88,194,24,28.0
27,36,109,9,2,0.8871283036684858,88,21,103,24,28.0
86,80,94,7,3,0.901158553801037,2,0,232,24,28.0
54,56,322,2,1,0.8989469552822497,89,87,146,24,28.0
85,14,58,2,1,0.8400591513541538,0,62,301,24,24.53
43,86,242,1,2,0.5635490861787296,6,45,171,24,25.42
97,48,313,4,1,0.5135498475895779,44,5,291,24,28.0
46,56,68,4,4,0.8702666401790171,46,38,302,24,28.0
60,54,326,9,1,0.9793852720656513,56,11,172,16,28.0
19,66,185,5,3,0.6394554652598351,34,86,181,24,28.0
25,36,327,5,3,0.5575203339808854,59,26,229,24,28.0
49,71,275,4,0,0.8896262990186901,27,58,345,24,28.0
82,4,263,7,3,0.5323055138743185,34,90,66,24,28.0
28,17,379,2,1,0.5272385677242952,90,79,337,24,28.0
47,25,145,2,4,0.851231983198202,99,93,118,24,28.0
41,71,199,1,0,0.6327440253956891,54,5,133,8,21.61
29,61,323,2,1,0.6225676557888744,53,50,395,24,28.0
91,67,83,7,4,0.573225250949531,72,38,342,24,28.0
21,15,381,1,0,0.5080525908254196,43,43,254,24,22.98
13,18,222,1,0,0.8656150894939677,3,7,271,24,12.85
46,95,394,9,4,0.6788053141620375,72,98,145,24,28.0
74,30,195,8,0,0.7828653625810447,50,19,399,24,28.0
61,76,302,6,4,0.7155175355763284,10,41,298,24,28.0
15,88,222,6,0,0.8515730702847712,92,36,89,24,28.0
67,96,217,3,1,0.8114728555132402,13,82,271,24,28.0
18,68,344,2,1,0.7472862718369873,39,27,341,24,28.0
19,60,245,5,2,0.806925352558926,23,33,268,24,28.0
10,20,221,8,3,0.7000707761084006,93,51,306,24,28.0
62,66,60,7,0,0.9657735011572972,48,59,65,24,28.0
93,33,73,8,3,0.5674754265013038,52,64,204,24,28.0
22,85,184,4,2,0.9474824513404709,81,13,344,24,28.0
28,66,391,3,0,0.8357632751982822,6,92,352,24,28.0
16,72,161,3,1,0.8546520916650306,95,55,129,24,25.39
78,33,225,6,2,0.9773300415613967,84,36,292,24,28.0
16,79,88,5,1,0.7251084914725646,22,86,277,24,28.0
42,44,155,4,2,0.9478883655011802,9,73,372,24,28.0
47,91,384,9,3,0.6682445523822815,29,61,82,24,28.0
21,98,241,3,1,0.5707850595198392,16,96,339,24,28.0
92,60,133,6,1,0.5360698787139404,49,71,357,24,28.0
16,41,362,1,1,0.6916236824934738,54,8,222,24,23.55
47,18,349,6,2,0.9382761780708371,54,78,145,24,28.0
23,93,223,2,2,0.710131873384213,50,97,118,24,28.0
97,8,325,2,4,0.9436491848030101,27,52,213,24,28.0
50,29,288,2,1,0.7623283541073725,16,49,157,24,23.08
41,22,222,2,3,0.6737704027615796,14,19,105,24,23.45
81,52,387,4,2,0.55245598937735,21,97,178,24,28.0
60,56,91,4,4,0.9692466798124268,25,87,238,24,28.0
97,61,372,1,4,0.7305964576099457,13,1,183,16,28.0
85,60,213,4,3,0.9284662077713028,15,63,169,24,28.0
17,95,73,7,1,0.7601135255183772,36,99,130,24,28.0
29,64,193,7,2,0.9350554482069358,43,86,336,24,28.0
78,90,270,3,4,0.7190077755236277,17,14,329,24,28.0
56,70,250,2,3,0.6115074794538806,35,45,319,24,28.0
52,83,382,1,4,0.8437243223576558,31,92,253,24,28.0
44,3,258,5,1,0.7056690803978656,72,77,231,24,28.0
69,50,137,3,2,0.9594266491166679,97,61,384,24,28.0
40,0,367,1,0,0.7327112945094956,41,64,193,24,24.17
46,51,291,3,2,0.9104912713058032,43,52,131,24,28.0
83,9,381,7,1,0.8247119041710569,21,40,54,24,28.0
95,3,282,2,0,0.8647956148812188,59,69,316,24,28.0
55,40,184,8,3,0.604295300169046,19,43,72,24,28.0
31,44,71,7,0,0.7032759261807999,34,15,195,16,25.46
22,21,58,6,0,0.6255809095662379,63,96,343,24,28.0
60,57,327,1,3,0.5531777162371642,79,3,213,24,28.0
83,31,273,4,1,0.9453999932466111,81,95,186,24,28.0
35,47,324,6,1,0.8116070950620138,83,77,245,24,28.0
62,91,278,2,4,0.667650597652852,99,52,256,24,28.0
14,42,151,5,4,0.5091830877870115,44,97,307,24,28.0
18,21,379,5,4,0.5092416000066132,20,81,243,24,28.0
62,99,270,2,1,0.9231886049892345,70,35,342,24,28.0
27,26,271,9,2,0.5223976735727773,35,32,366,24,28.0
15,79,158,4,3,0.9340562795153492,24,22,117,24,26.73
66,68,75,4,4,0.7345085014704504,30,80,312,24,28.0
22,54,144,4,0,0.8475788576731514,29,87,155,24,24.36
77,60,116,5,4,0.8519496059657767,81,68,328,24,28.0
26,60,150,4,3,0.616447255358145,47,21,286,24,28.0
14,83,385,6,1,0.978210713882452,84,82,102,24,28.0
29,2,308,4,1,0.7559604446906738,43,41,235,24,26.68
61,67,189,3,4,0.9028484955653253,6,61,89,24,28.0
59,39,74,9,2,0.9509055511721336,43,0,130,8,28.0
14,43,363,2,4,0.5386971727196649,34,35,91,24,28.0
83,1,323,3,2,0.894860418333512,68,46,201,24,28.0
41,97,278,1,2,0.9199829997986329,73,42,56,24,28.0
57,76,252,3,3,0.9515659814754336,11,94,203,24,28.0
14,50,224,7,3,0.6738519074983165,38,41,303,24,28.0
63,5,114,2,2,0.8850412491055406,13,88,129,24,23.35
88,23,90,8,1,0.7304327827711671,89,17,67,24,28.0
28,36,145,9,2,0.9934458604367402,61,74,198,24,28.0
52,94,363,3,2,0.831787095368884,30,76,283,24,28.0
92,9,97,6,4,0.9765804097852795,48,3,217,24,28.0
85,59,346,6,4,0.7219170022668249,78,99,397,24,28.0
89,73,339,9,4,0.5882351087048809,95,87,196,24,28.0
84,80,205,8,3,0.6333191113316454,47,2,253,24,28.0
99,2,215,8,3,0.6481201421460269,48,48,270,24,28.0
99,79,380,6,1,0.9257768990234403,86,72,333,24,28.0
31,27,241,3,3,0.5788046603413181,83,46,389,24,28.0
57,1,328,2,4,0.5178588576101809,71,42,256,24,28.0
23,27,123,6,3,0.6407567955688378,66,30,227,24,28.0
93,42,394,9,3,0.659997052979939,27,94,170,24,28.0
82,72,88,9,0,0.7244181315859237,85,42,306,24,28.0
87,80,137,1,0,0.738137651076432,8,12,348,24,24.41
13,42,272,9,0,0.5106549487503083,84,16,205,24,28.0
23,72,117,5,0,0.5156982551795659,13,17,186,24,22.05
99,43,76,9,4,0.5233740268670364,43,9,119,16,28.0
35,87,90,4,4,0.6639520111972543,6,36,277,24,28.0
59,65,334,4,1,0.7421623895215401,54,8,148,16,28.0
27,51,207,9,1,0.5050691623491106,9,76,209,24,28.0
63,24,206,3,3,0.556999816190507,84,11,225,24,28.0
16,70,134,5,0,0.9858997748693823,44,32,234,24,23.41
27,15,144,9,0,0.6957777506327499,16,25,128,24,25.02
40,39,98,8,0,0.6596219747901807,39,1,230,24,28.0
88,54,201,6,2,0.7177227095847234,65,9,302,24,28.0
12,10,160,9,1,0.6190711415866682,82,58,143,24,28.0
10,22,178,7,3,0.7476954148609132,53,87,315,24,28.0
63,40,312,8,0,0.9434296521889303,85,15,321,24,28.0
32,2,391,3,1,0.6480531310966424,39,84,82,24,28.0
17,38,269,4,2,0.6082586306789178,80,77,213,24,28.0
30,36,323,9,1,0.540435933757319,55,65,51,24,28.0
30,15,213,3,3,0.8401468136251111,19,75,286,24,27.68
32,32,184,3,4,0.7215333541381179,78,74,304,24,28.0
78,63,297,2,0,0.8379526198442819,20,88,241,24,28.0
65,81,60,5,4,0.9315319702447427,81,85,130,24,28.0
96,37,169,7,1,0.717733696498355,65,21,297,24,28.0
10,97,86,9,2,0.9451623610645843,13,71,130,24,28.0
86,6,128,9,2,0.7911187097414445,93,61,235,24,28.0
56,35,176,4,0,0.8792496170030595,59,71,128,24,27.74
38,64,204,8,0,0.8225191523721438,40,73,347,24,28.0
44,33,354,6,4,0.5364115606025273,35,41,130,24,28.0
11,30,325,6,4,0.7073672044432577,59,95,52,24,28.0
82,99,82,6,1,0.9283930366309133,91,34,147,24,28.0
43,36,279,5,3,0.8986319446605482,22,10,164,16,28.0
43,57,138,3,3,0.9209620519923853,83,2,363,24,28.0
32,56,132,1,2,0.837308023082711,4,27,118,24,18.1
92,43,249,1,0,0.6455152705756526,28,0,339,24,28.0
68,96,251,2,4,0.5677604064028183,65,86,308,24,28.0
55,43,393,9,0,0.7462602263080851,61,5,390,24,28.0
51,39,274,3,4,0.5949082988982902,0,62,379,24,28.0
25,94,77,5,2,0.8253371178933038,10,84,342,24,28.0
47,33,199,7,3,0.9175403753730237,86,79,233,24,28.0
28,14,356,9,3,0.5362120844191438,71,52,116,24,28.0
53,37,238,5,3,0.8348096635180757,22,18,76,24,28.0
94,33,371,5,4,0.7577656081330512,55,95,123,24,28.0
45,24,263,5,2,0.9932842450037577,80,85,238,24,28.0
44,34,285,3,2,0.8488097368156444,27,9,340,24,28.0
27,4,391,2,4,0.7018639834319609,61,47,161,24,28.0
33,80,220,7,4,0.6565970423864553,17,32,143,24,28.0
18,51,60,4,1,0.5300095987121333,33,53,60,24,22.41
75,30,105,9,1,0.8247375652656876,35,70,191,24,28.0
54,0,229,1,1,0.966206536567032,1,61,381,24,22.83
28,14,321,6,2,0.9505779406079479,10,12,126,16,26.19
81,24,218,5,4,0.6958940683993113,83,83,347,24,28.0
36,32,193,7,3,0.5674747856370497,18,90,334,24,28.0
90,64,326,1,0,0.7954960470563752,35,38,99,24,27.77
37,19,216,9,4,0.534038446382924,31,62,261,24,28.0
53,40,133,9,0,0.507893604610516,37,85,173,24,28.0
46,41,200,7,3,0.8709406017579864,26,45,351,24,28.0
29,90,391,7,0,0.7466024129259241,39,4,153,16,28.0
18,70,195,8,0,0.7581192517463109,5,77,265,24,28.0
90,80,285,5,2,0.556308884243071,48,97,254,24,28.0
23,67,183,4,0,0.9250223650994436,80,50,307,24,27.45
58,6,276,4,1,0.8343451179431196,91,12,362,24,28.0
58,70,182,5,3,0.657363636395066,58,8,102,16,28.0
24,97,387,4,1,0.8505246986654844,84,81,357,24,28.0
45,98,235,7,1,0.7188596636328665,65,40,385,24,28.0
37,53,301,8,2,0.9494186585143509,47,99,235,24,28.0
94,3,145,2,1,0.5731317717246116,75,31,345,24,28.0
70,73,213,7,2,0.536693591468322,95,62,399,24,28.0
19,20,69,5,2,0.8857510078033247,41,21,159,24,23.21
85,16,61,3,4,0.608609532618092,58,47,259,24,28.0
36,63,166,6,3,0.8764635438750644,17,45,136,24,28.0
66,99,59,4,2,0.6078632198768246,52,12,200,16,28.0
60,39,284,7,1,0.6770475633810895,28,73,167,24,28.0
31,57,272,7,3,0.9147445544099699,77,39,351,24,28.0
91,71,277,7,3,0.9992611817204007,14,46,177,24,28.0
92,59,121,1,0,0.588196979172408,36,23,130,24,24.56
24,50,328,6,4,0.6137468516665574,62,11,148,16,28.0
19,73,94,8,3,0.8468441197339418,8,99,226,24,28.0
75,57,301,5,0,0.9584762446891616,11,84,78,24,28.0
36,69,197,6,2,0.9945908398564733,21,22,211,24,28.0
13,95,321,4,3,0.6713138760017718,21,7,267,24,28.0
62,8,395,6,2,0.5045945491646661,97,90,59,24,28.0
88,68,313,6,0,0.9180556274571952,46,10,239,24,28.0
96,35,89,7,2,0.6060336076635053,4,96,234,24,28.0
25,10,231,2,0,0.7014737941392932,6,91,365,24,22.23
96,38,126,3,4,0.8443032641924946,38,76,213,24,28.0
21,71,156,4,4,0.8560344176624175,22,97,328,24,28.0
38,49,201,6,3,0.7766982097971538,29,35,91,24,28.0
33,38,87,6,4,0.8808435003508139,56,75,382,24,28.0
88,29,358,3,2,0.7555645887836229,38,11,227,24,28.0
18,48,181,8,4,0.5097091422053344,91,23,117,24,28.0
69,27,229,4,4,0.8969253122709584,66,18,198,24,28.0
49,20,389,7,0,0.5081433574566936,49,94,81,24,28.0
50,22,264,4,1,0.8701600905079035,62,75,135,24,28.0
56,41,205,5,1,0.8086376702049876,92,79,233,24,28.0
99,7,252,3,1,0.607599661949533,83,41,227,24,28.0
89,50,353,3,2,0.6617847584755865,35,75,123,24,28.0
44,65,80,8,4,0.9037954916449096,32,65,76,24,28.0
59,87,140,3,1,0.6090755742215938,65,15,330,24,28.0
25,86,85,1,0,0.7677340574175251,70,44,50,24,18.78
94,28,185,9,1,0.7382522847951307,46,98,169,24,28.0
36,84,255,6,4,0.6227097037543938,54,70,310,24,28.0
98,93,380,8,3,0.6331989635472849,33,94,296,24,28.0
94,79,265,6,1,0.8077360114111809,71,86,98,24,28.0
19,80,78,1,2,0.7552228171696793,10,71,355,24,23.76
80,88,58,6,2,0.7303497252103061,59,73,289,24,28.0
35,90,361,6,0,0.8915752642569486,36,35,167,24,28.0
86,70,252,8,4,0.803774557752419,66,34,219,24,28.0
74,96,75,3,0,0.5115707653600784,44,79,288,24,28.0
87,32,235,9,2,0.9703767445739683,73,62,203,24,28.0
35,13,344,9,4,0.8279842278199254,1,22,339,24,28.0
74,41,219,5,1,0.5426862865804476,34,94,93,24,28.0
57,49,236,1,4,0.5857455364909597,90,13,385,24,28.0
88,85,362,6,2,0.8422863022559939,90,92,286,24,28.0
28,96,111,8,2,0.50600603220412,77,79,358,24,28.0
77,15,237,3,2,0.5892983530677086,35,8,337,24,28.0
66,89,362,3,4,0.7093421288595938,63,94,190,24,28.0
19,47,197,4,3,0.5505601682590429,98,63,78,24,28.0
81,8,270,7,3,0.6350167165155065,27,46,285,24,28.0
24,98,107,2,1,0.9724029844296318,1,81,283,24,22.38
60,34,69,9,1,0.888519483425402,23,41,164,24,28.0
55,60,380,9,3,0.7226211735453529,76,8,63,16,28.0
52,75,72,1,0,0.9498423582223485,57,74,334,24,25.48
11,15,129,4,0,0.5909606371991751,6,37,343,24,19.26
34,51,355,8,1,0.6232189346846864,28,66,85,24,28.0
15,0,128,8,2,0.7685862696000294,70,41,88,24,28.0
48,54,223,4,4,0.843899478489647,76,6,374,24,28.0
91,6,57,7,3,0.7474366259428988,42,41,203,24,28.0
15,81,363,6,1,0.6554230839333257,11,28,70,24,28.0
51,75,334,2,1,0.6541629852384356,13,24,216,24,26.66
68,71,239,9,2,0.9181326194157143,51,84,294,24,28.0
93,5,334,7,2,0.7008002451084158,36,48,138,24,28.0
73,56,198,2,0,0.647206529861653,16,60,206,24,24.32
86,20,374,3,3,0.8136488961997568,3,37,206,24,28.0
20,50,213,6,2,0.539209491474843,15,84,202,24,28.0
39,50,291,3,4,0.9785597401521937,2,57,154,24,28.0
81,20,59,4,0,0.6512817148201484,93,35,81,24,26.6
79,18,380,6,3,0.7122366495559597,30,16,181,24,28.0
24,44,189,6,0,0.8465529636331376,71,45,78,24,26.12
12,50,315,5,3,0.9393933565642691,91,67,271,24,28.0
70,80,369,7,3,0.8217991058948921,0,50,144,24,28.0
63,19,398,5,0,0.6494617072557791,0,53,136,24,28.0
22,1,89,8,4,0.7212049986667353,54,14,170,16,28.0
86,29,202,5,0,0.6055208419451542,33,97,226,24,28.0
62,37,99,6,1,0.919849226526521,61,99,357,24,28.0
71,97,373,7,3,0.9071016160389394,74,26,308,24,28.0
54,91,340,5,4,0.7154045973687821,61,80,353,24,28.0
47,54,54,2,1,0.9185158788915103,67,52,314,24,25.27
28,24,226,4,2,0.9755970122607001,20,97,362,24,28.0
68,76,219,8,4,0.7630099270770903,29,46,110,24,28.0
93,6,359,4,1,0.6797685482109064,98,42,205,24,28.0
19,76,71,2,0,0.7092070542194291,54,63,398,24,25.1
62,41,365,8,1,0.5426995497903615,41,20,339,24,28.0
41,29,369,3,1,0.5748544230359853,15,24,167,24,25.55
